query_id,dataset_version,data_split,language,question,question_sha256,answerable,expected_status,relevant_document_id,relevant_section_id,expected_key_points,negative_type,boundary_document_id,boundary_category,boundary_reason,dataset_provenance,corpus_fingerprint
V2-DEV-S057,rag-answerability-v2-dataset-v1,development,en,Which categories of information must the AI decision-support system keep distinct?,d8fe5469293a5bc62e61806c9fe896b362e955f07be6173a34f7aef7091c61fd,true,supported,DOC-008,DOC-008-S01,distinguish measured data; model predictions; retrieved evidence; AI suggestions; human decisions; observed outcomes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S058,rag-answerability-v2-dataset-v1,development,en,How should measured data and model predictions be distinguished from AI suggestions and human decisions?,652ce3b51f7b057e4e2de8bbedfc39050b41952572a9ccd3f7c12d0d6207eb7a,true,supported,DOC-008,DOC-008-S01,distinguish measured data; model predictions; retrieved evidence; AI suggestions; human decisions; observed outcomes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S059,rag-answerability-v2-dataset-v1,development,bn,AI decision-support system-এ কোন ধরনের তথ্যগুলো আলাদাভাবে দেখাতে হবে?,227b07cd9ab413e76ed5793ba14addd3a688051c37b04a5b762a0e205373d5a1,true,supported,DOC-008,DOC-008-S01,distinguish measured data; model predictions; retrieved evidence; AI suggestions; human decisions; observed outcomes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S060,rag-answerability-v2-dataset-v1,development,bn,পরিমাপ করা ডেটা ও মডেল পূর্বাভাসকে AI পরামর্শ এবং মানব সিদ্ধান্ত থেকে কীভাবে আলাদা রাখতে হবে?,f2618667e2ba550c7194674a6971dec9a43741a4445b376b4ef59d8e211d3d5e,true,supported,DOC-008,DOC-008-S01,distinguish measured data; model predictions; retrieved evidence; AI suggestions; human decisions; observed outcomes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S061,rag-answerability-v2-dataset-v1,development,en,How should instructions embedded inside an uploaded document or note be treated?,e7efa0243a45a285f76616fe03468368ef9c5f5335f886a444b7a58f866073d5,true,supported,DOC-008,DOC-008-S02,uploaded document or note instructions are untrusted content; cannot override system policy or authorize a tool call,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S062,rag-answerability-v2-dataset-v1,development,en,Can retrieved document text override system policy or authorize a tool call?,6af4f210c1b350e8e618bf7dffaf3238dd5554f930d89f2a1283a633b38185b2,true,supported,DOC-008,DOC-008-S02,uploaded document or note instructions are untrusted content; cannot override system policy or authorize a tool call,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S063,rag-answerability-v2-dataset-v1,development,bn,আপলোড করা ডকুমেন্ট বা নোটের ভেতরের নির্দেশনাকে কীভাবে বিবেচনা করতে হবে?,016c54fe4978102ee6fd7598a13400c9b8b36c4b25f4ddf0189260683a2f2197,true,supported,DOC-008,DOC-008-S02,uploaded document or note instructions are untrusted content; cannot override system policy or authorize a tool call,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S064,rag-answerability-v2-dataset-v1,development,bn,রিট্রিভ করা ডকুমেন্টের লেখা কি system policy বদলাতে বা tool call অনুমোদন করতে পারে?,0abaffef387b7993679e5d3f5a4247c3fa9adba8c9cc4a94d2c5413cca7a51c9,true,supported,DOC-008,DOC-008-S02,uploaded document or note instructions are untrusted content; cannot override system policy or authorize a tool call,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N001,rag-answerability-v2-dataset-v1,development,en,How many years must hourly production records be retained before deletion?,f8193440e88aecf86a4a0bc15d989bd1119454ee62cbad3860a0f189f786c281,false,insufficient_evidence,,,,unsupported_specificity,DOC-001,retention_period,The reporting SOP does not define a record-retention duration.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N002,rag-answerability-v2-dataset-v1,development,bn,ঘণ্টাভিত্তিক রিপোর্টের ভুল ডেটা সংশোধনের সর্বোচ্চ সময়সীমা কত মিনিট?,bc792294472ff7e42a5d2ed8a84cc50eb1217b796b44c1b16e1a6a01b0f746cd,false,insufficient_evidence,,,,unsupported_specificity,DOC-001,correction_deadline,The correction section defines audit fields but no correction deadline.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N003,rag-answerability-v2-dataset-v1,development,mixed,Hourly report submit করার জন্য কোন exact mobile app mandatory?,c72b50ec33350f12b06276858b4d0db0dfde9c5d10570c248fde438808109ba4,false,insufficient_evidence,,,,out_of_scope_policy,DOC-001,software_requirement,No required mobile application is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N004,rag-answerability-v2-dataset-v1,development,mixed,Production entry approve করার জন্য minimum supervisor grade কোনটা?,af7039a7a8738f7fcee0f88cd1aff23143731ec68a4f7cd5bcb769cd295612b9,false,insufficient_evidence,,,,unsupported_authority,DOC-001,approver_grade,No minimum supervisor grade is specified for production-entry approval.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N005,rag-answerability-v2-dataset-v1,development,en,Which exact PPE model number must a technician wear during every machine repair?,9312482837776da61c8916c0afa161e9b5ca0a7b9e80f051a8844dcf048549da,false,insufficient_evidence,,,,unsupported_specificity,DOC-002,ppe_model,The downtime procedure does not specify PPE product model numbers.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N006,rag-answerability-v2-dataset-v1,development,en,How many spare motors must maintenance keep in stock for each sewing line?,ee9205a26404030097635fed964ccd02418c9e7ee382bfa7cf8a3e179c9c0d30,false,insufficient_evidence,,,,out_of_scope_policy,DOC-002,spare_inventory,No spare-parts inventory quantity is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N007,rag-answerability-v2-dataset-v1,development,bn,মেশিন নষ্ট হওয়ার পর মেরামত শেষ করার বাধ্যতামূলক SLA কত মিনিট?,3ee4de064a258d68a6984fb3ff4a8074277c831d1f96a08b61c7bd32136bc678,false,insufficient_evidence,,,,unsupported_specificity,DOC-002,repair_sla,The procedure gives an escalation threshold but no repair-completion SLA.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N008,rag-answerability-v2-dataset-v1,development,mixed,Machine repair শেষে controller reset করার exact password বা sequence কী?,8289f166e1f33876894436ded5b5e8b6258cf4012d3917980c4b3cbdff711b55,false,insufficient_evidence,,,,unsupported_specificity,DOC-002,machine_reset,No machine-specific reset credential or sequence is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N009,rag-answerability-v2-dataset-v1,development,en,What exact reorder quantity should purchasing place when fabric becomes critically short?,227f58a21f1ac4eec8608aa48e4b4c21e476c67645786dfdc01d00d57c90148c,false,insufficient_evidence,,,,unsupported_specificity,DOC-003,reorder_quantity,The shortage SOP does not prescribe a purchase quantity.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N010,rag-answerability-v2-dataset-v1,development,bn,ক্রিটিক্যাল ম্যাটেরিয়াল ঘাটতিতে প্রতি ইউনিটের অনুমোদিত সর্বোচ্চ ক্রয়মূল্য কত?,4d4e09145c3954c36ec3cdf464d00e9e4caa12b090839b68b8b9d272b3aca9ad,false,insufficient_evidence,,,,out_of_scope_policy,DOC-003,purchase_price,No purchasing price limit is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N011,rag-answerability-v2-dataset-v1,development,bn,জরুরি ম্যাটেরিয়াল কেনার জন্য কত টাকার বাজেট স্বয়ংক্রিয়ভাবে অনুমোদিত?,b786b9dc22bd9d4322b315e5838731c63efbcac3c1d3d139ce165faa36f94322,false,insufficient_evidence,,,,out_of_scope_policy,DOC-003,purchase_budget,The corpus does not define an automatic emergency purchasing budget.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N012,rag-answerability-v2-dataset-v1,development,mixed,Critical shortage হলে কোন named supplier থেকে material কিনতেই হবে?,d0af9af4305253efc3e44ea052a68cc60a619b17737da36e82789fc54329974f,false,insufficient_evidence,,,,external_live_state,DOC-003,supplier_selection,No named supplier is specified in the knowledge corpus.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N013,rag-answerability-v2-dataset-v1,development,en,What exact AQL percentage must be applied to every defect containment case?,2ba076bfe2fef02d72e749e10210c63039374ee0df58ac8629a3d2febf378c9c,false,insufficient_evidence,,,,unsupported_specificity,DOC-004,aql_threshold,No AQL percentage is specified in the containment section.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N014,rag-answerability-v2-dataset-v1,development,bn,প্রতিটি CAPA কত দিনের মধ্যে বাধ্যতামূলকভাবে close করতে হবে?,22d363b28dcbed8161db25ca3d475592186fb7c8293a0560e092ae3b1d880d0d,false,insufficient_evidence,,,,unsupported_specificity,DOC-004,capa_deadline,No universal CAPA closure duration is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N015,rag-answerability-v2-dataset-v1,development,mixed,Broken stitch defect হলে needle-এর exact setting কত দিতে হবে?,40b68660f00965d9b983e6c4e3909385e6f803da418ac1079a1db8c33ddd6eea,false,insufficient_evidence,,,,unsupported_specificity,DOC-004,defect_repair_setting,No defect-specific machine setting is provided.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N016,rag-answerability-v2-dataset-v1,development,mixed,Containment verification-এর mandatory sample size exactly কত pieces?,41aea6cc53dbc99d19f04b413be6aa224bcedfe43a63e01aafea76ceb20db423,false,insufficient_evidence,,,,unsupported_specificity,DOC-004,verification_sample_size,No mandatory verification sample size is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N017,rag-answerability-v2-dataset-v1,development,en,What is the exact SMV for style ST-204 during line balancing?,1c75d9139da32f2981ea2285bffd96bd9e6a18960bdb68679bc91ba1f7b04ff5,false,insufficient_evidence,,,,external_live_state,DOC-005,style_smv,No style-specific SMV value is present in the knowledge corpus.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N018,rag-answerability-v2-dataset-v1,development,en,Exactly how many operators must be assigned to every line after a style changeover?,11c65366cf92ef9932f546b746c284d93128bf51167269a0dced03a5dd60ffad,false,insufficient_evidence,,,,unsupported_specificity,DOC-005,operator_count,The guide does not mandate one universal operator count.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N019,rag-answerability-v2-dataset-v1,development,bn,চেঞ্জওভারের পরে বাধ্যতামূলক target efficiency কত শতাংশ?,acdf0acf8d3cafe3f5945b55a84303a67d0d5bb9560e82ad3d9b0aacf40259e8,false,insufficient_evidence,,,,unsupported_specificity,DOC-005,efficiency_target,No universal target-efficiency percentage is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N020,rag-answerability-v2-dataset-v1,development,mixed,Bottleneck হলে কোন specific worker-কে অন্য operation-এ move করতে হবে?,7ea7d1a11f91ace8b054c64c98af18074ed1fd61fa72df1b2f6e4add7a9942c6,false,insufficient_evidence,,,,external_live_state,DOC-005,worker_assignment,The guide does not identify a specific worker for reassignment.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N021,rag-answerability-v2-dataset-v1,development,en,How much salary should be deducted when an operator is absent for one shift?,4773b24dfc1c68bdba641096f8706a7868f375cd5038df84ec3b6129c4621715,false,insufficient_evidence,,,,out_of_scope_policy,DOC-006,salary_deduction,The attendance policy does not define salary deductions.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N022,rag-answerability-v2-dataset-v1,development,bn,একজন অপারেটরের বার্ষিক আইনগত ছুটির সংখ্যা কত দিন?,c99f0e877cf62bcf16ca2b67e484eecec7d2044ded845b41fde1239c4bb9d8df,false,insufficient_evidence,,,,out_of_scope_policy,DOC-006,leave_entitlement,Legal leave entitlement is outside this knowledge corpus.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N023,rag-answerability-v2-dataset-v1,development,bn,আজকের লাইনে কোন অপারেটরের ব্যক্তিগত performance rating সবচেয়ে বেশি?,40e46b5611a8b43b4f6dc9cfdb29af09f0c778fc5b74ce0dde3c9b1ca300b91c,false,insufficient_evidence,,,,external_live_state,DOC-006,employee_performance,Individual live performance ratings are not documented and automated use is restricted.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N024,rag-answerability-v2-dataset-v1,development,mixed,Absence কতবার হলে operator-কে automatically dismiss করতে হবে?,0894eb65239caa0e304b781060c25c3395c67d6b6a02f26fb3aa9be30e094323,false,insufficient_evidence,,,,out_of_scope_policy,DOC-006,dismissal_rule,No automatic dismissal threshold is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N025,rag-answerability-v2-dataset-v1,development,en,Exactly how many minutes may an approval token remain valid before it expires?,3c6033cd65c1254e9a3c2adfe06cd1cfab30b4bd10d11cff99571578cedf52e2,false,insufficient_evidence,,,,unsupported_specificity,DOC-007,approval_expiry,No approval-token expiration duration is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N026,rag-answerability-v2-dataset-v1,development,bn,জরুরি অবস্থায় human approval bypass করার অনুমোদিত পদ্ধতি কী?,a74f2394275d6851155289b511f51a99fa70e886584a3a773143b8eee797f461,false,insufficient_evidence,,,,unsupported_authority,DOC-007,approval_bypass,The policy requires human approval and documents no emergency bypass.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N027,rag-answerability-v2-dataset-v1,development,mixed,Failed approval-এর পরে maximum retry count কত?,7f647f3fb24d0d144cef4cb6c1f061d7cb2cf8e642e7adb85fad01a993146e8e,false,insufficient_evidence,,,,unsupported_specificity,DOC-007,approval_retry_limit,No approval retry limit is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N028,rag-answerability-v2-dataset-v1,development,mixed,Approved action write করার database transaction isolation level কোনটা?,5dff4a1649869da53043d97d6b70ed3bc713a7d6f283d8c38da8d202cfb523ce,false,insufficient_evidence,,,,out_of_scope_implementation,DOC-007,database_isolation,Database transaction-isolation details are not in the knowledge corpus.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N029,rag-answerability-v2-dataset-v1,development,mixed,LinePulse-এর external LLM হিসেবে কোন exact vendor mandatory?,84d374f4eb8e561346976546aac7a0eb142f22edce2415a559b1aca77dbec062,false,insufficient_evidence,,,,out_of_scope_policy,DOC-008,llm_vendor,The safety policy does not mandate an external LLM vendor.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N030,rag-answerability-v2-dataset-v1,development,en,What exact generation temperature must every AI suggestion use?,191f97aa0b14e1b6a95e9ac40f31abcf43cb1a0ef1edb5323bba3b83f901fbf1,false,insufficient_evidence,,,,unsupported_specificity,DOC-008,llm_temperature,No generation-temperature setting is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N031,rag-answerability-v2-dataset-v1,development,bn,AI suggestion কত দিন সংরক্ষণ করতে হবে তার নির্দিষ্ট retention period কত?,65f18b1fa44ece5e9d0f926f507491f3f5b5b7d677f0a018d8dbacdfd1411b82,false,insufficient_evidence,,,,unsupported_specificity,DOC-008,ai_retention,No AI-suggestion retention period is documented.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-N032,rag-answerability-v2-dataset-v1,development,mixed,AI recommendation accept করার fixed confidence cutoff exactly কত?,14652e4cd6945169b2266a169556f6536b3aa93d6ae68305920d20e03a6c2798,false,insufficient_evidence,,,,unsupported_specificity,DOC-008,ai_confidence_cutoff,The safety policy gives no universal AI confidence cutoff.,synthetic_fresh_v2_boundary_negative,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
