note_id,factory_id,line_id,order_id,work_date,created_at,language,note_text,root_cause_label,urgency_label,blocking,mentioned_downtime_minutes,data_split,dataset_provenance
NOTE-000294,FAC-001,LINE-02,ORD-02-017,2025-06-16,2025-06-16T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,test,synthetic
NOTE-000295,FAC-001,LINE-02,ORD-02-017,2025-06-17,2025-06-17T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,test,synthetic
NOTE-000296,FAC-001,LINE-02,ORD-02-017,2025-06-18,2025-06-18T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,test,synthetic
NOTE-000297,FAC-001,LINE-02,ORD-02-018,2025-06-19,2025-06-19T12:30:00+00:00,bn,"নতুন স্টাইলের অপারেশন ব্যালেন্স ঠিক হয়নি, বোতলনেক তৈরি হয়েছে।",method,medium,False,0,test,synthetic
NOTE-000298,FAC-001,LINE-02,ORD-02-018,2025-06-21,2025-06-21T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,test,synthetic
NOTE-000299,FAC-001,LINE-02,ORD-02-018,2025-06-22,2025-06-22T12:30:00+00:00,en,Inline inspection found a higher defect rate; correction is in progress.,quality,medium,False,0,test,synthetic
NOTE-000300,FAC-001,LINE-02,ORD-02-018,2025-06-23,2025-06-23T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,test,synthetic
NOTE-000301,FAC-001,LINE-02,ORD-02-018,2025-06-24,2025-06-24T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,test,synthetic
NOTE-000302,FAC-001,LINE-02,ORD-02-018,2025-06-25,2025-06-25T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,test,synthetic
NOTE-000303,FAC-001,LINE-02,ORD-02-018,2025-06-26,2025-06-26T12:30:00+00:00,bn,"measurement variance সমস্যা বেড়েছে, রিওয়ার্কের কারণে আউটপুট কমছে।",quality,medium,False,0,test,synthetic
NOTE-000304,FAC-001,LINE-02,ORD-02-018,2025-06-28,2025-06-28T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,test,synthetic
NOTE-000305,FAC-001,LINE-02,ORD-02-018,2025-06-29,2025-06-29T12:30:00+00:00,bn,দক্ষ অপারেটর কম থাকায় কয়েকটি অপারেশন আটকে আছে।,manpower,medium,False,0,test,synthetic
NOTE-000306,FAC-001,LINE-02,ORD-02-018,2025-06-30,2025-06-30T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,test,synthetic
NOTE-000307,FAC-001,LINE-03,ORD-03-001,2025-01-04,2025-01-04T12:30:00+00:00,bn,লাইনের লক্ষ্য বর্তমান জনবল ও স্টাইল জটিলতার তুলনায় বেশি নির্ধারণ করা হয়েছে।,planning,medium,False,0,train,synthetic
NOTE-000308,FAC-001,LINE-03,ORD-03-001,2025-01-05,2025-01-05T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000309,FAC-001,LINE-03,ORD-03-001,2025-01-06,2025-01-06T12:30:00+00:00,en,Several operations are constrained because skilled operators are unavailable.,manpower,medium,False,0,train,synthetic
NOTE-000310,FAC-001,LINE-03,ORD-03-001,2025-01-07,2025-01-07T12:30:00+00:00,mixed,"uneven stitch defect বেড়েছে, rework-এর কারণে output কম।",quality,medium,False,0,train,synthetic
NOTE-000311,FAC-001,LINE-03,ORD-03-001,2025-01-08,2025-01-08T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000312,FAC-001,LINE-03,ORD-03-001,2025-01-09,2025-01-09T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000313,FAC-001,LINE-03,ORD-03-001,2025-01-11,2025-01-11T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000314,FAC-001,LINE-03,ORD-03-001,2025-01-12,2025-01-12T12:30:00+00:00,bn,"oil mark সমস্যা বেড়েছে, রিওয়ার্কের কারণে আউটপুট কমছে।",quality,medium,False,0,train,synthetic
NOTE-000315,FAC-001,LINE-03,ORD-03-002,2025-01-13,2025-01-13T12:30:00+00:00,bn,লাইনের লক্ষ্য বর্তমান জনবল ও স্টাইল জটিলতার তুলনায় বেশি নির্ধারণ করা হয়েছে।,planning,medium,False,0,train,synthetic
NOTE-000316,FAC-001,LINE-03,ORD-03-002,2025-01-14,2025-01-14T12:30:00+00:00,en,The flatlock machine was down for 49 minutes; maintenance is checking it.,machine,medium,True,49,train,synthetic
NOTE-000317,FAC-001,LINE-03,ORD-03-002,2025-01-15,2025-01-15T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000318,FAC-001,LINE-03,ORD-03-002,2025-01-16,2025-01-16T12:30:00+00:00,en,Output stopped for 106 minutes because of a iron machine problem.,machine,high,True,106,train,synthetic
NOTE-000319,FAC-001,LINE-03,ORD-03-002,2025-01-18,2025-01-18T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000320,FAC-001,LINE-03,ORD-03-002,2025-01-19,2025-01-19T12:30:00+00:00,en,Output stopped for 50 minutes because of a overlock machine problem.,machine,medium,True,50,train,synthetic
NOTE-000321,FAC-001,LINE-03,ORD-03-002,2025-01-20,2025-01-20T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000322,FAC-001,LINE-03,ORD-03-003,2025-01-21,2025-01-21T12:30:00+00:00,bn,লাইনের লক্ষ্য বর্তমান জনবল ও স্টাইল জটিলতার তুলনায় বেশি নির্ধারণ করা হয়েছে।,planning,medium,False,0,train,synthetic
NOTE-000323,FAC-001,LINE-03,ORD-03-003,2025-01-22,2025-01-22T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000324,FAC-001,LINE-03,ORD-03-003,2025-01-23,2025-01-23T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000325,FAC-001,LINE-03,ORD-03-003,2025-01-25,2025-01-25T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000326,FAC-001,LINE-03,ORD-03-003,2025-01-26,2025-01-26T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000327,FAC-001,LINE-03,ORD-03-003,2025-01-27,2025-01-27T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000328,FAC-001,LINE-03,ORD-03-003,2025-01-28,2025-01-28T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000329,FAC-001,LINE-03,ORD-03-003,2025-01-29,2025-01-29T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000330,FAC-001,LINE-03,ORD-03-003,2025-01-30,2025-01-30T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000331,FAC-001,LINE-03,ORD-03-004,2025-02-01,2025-02-01T12:30:00+00:00,en,"Style changeover finished late, reducing first-half production.",method,medium,False,0,train,synthetic
NOTE-000332,FAC-001,LINE-03,ORD-03-004,2025-02-02,2025-02-02T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000333,FAC-001,LINE-03,ORD-03-004,2025-02-03,2025-02-03T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000334,FAC-001,LINE-03,ORD-03-004,2025-02-04,2025-02-04T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000335,FAC-001,LINE-03,ORD-03-004,2025-02-05,2025-02-05T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000336,FAC-001,LINE-03,ORD-03-004,2025-02-06,2025-02-06T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000337,FAC-001,LINE-03,ORD-03-004,2025-02-08,2025-02-08T12:30:00+00:00,mixed,"Material shortage আছে, production partially blocked.",material,high,True,0,train,synthetic
NOTE-000338,FAC-001,LINE-03,ORD-03-004,2025-02-09,2025-02-09T12:30:00+00:00,mixed,Line output কমেছে because button attach machine had 47 minutes downtime.,machine,medium,True,47,train,synthetic
NOTE-000339,FAC-001,LINE-03,ORD-03-004,2025-02-10,2025-02-10T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000340,FAC-001,LINE-03,ORD-03-004,2025-02-11,2025-02-11T12:30:00+00:00,en,Output stopped for 55 minutes because of a button attach machine problem.,machine,medium,True,55,train,synthetic
NOTE-000341,FAC-001,LINE-03,ORD-03-004,2025-02-12,2025-02-12T12:30:00+00:00,bn,"cutting machine মেশিন 55 মিনিট বন্ধ ছিল, মেকানিক কাজ করছে।",machine,medium,True,55,train,synthetic
NOTE-000342,FAC-001,LINE-03,ORD-03-004,2025-02-13,2025-02-13T12:30:00+00:00,bn,দক্ষ অপারেটর কম থাকায় কয়েকটি অপারেশন আটকে আছে।,manpower,medium,False,0,train,synthetic
NOTE-000343,FAC-001,LINE-03,ORD-03-004,2025-02-15,2025-02-15T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000344,FAC-001,LINE-03,ORD-03-005,2025-02-16,2025-02-16T12:30:00+00:00,en,A priority change delayed the planned production sequence.,planning,medium,False,0,train,synthetic
NOTE-000345,FAC-001,LINE-03,ORD-03-005,2025-02-17,2025-02-17T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000346,FAC-001,LINE-03,ORD-03-005,2025-02-18,2025-02-18T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000347,FAC-001,LINE-03,ORD-03-005,2025-02-19,2025-02-19T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000348,FAC-001,LINE-03,ORD-03-005,2025-02-20,2025-02-20T12:30:00+00:00,en,Several operations are constrained because skilled operators are unavailable.,manpower,medium,False,0,train,synthetic
NOTE-000349,FAC-001,LINE-03,ORD-03-005,2025-02-22,2025-02-22T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000350,FAC-001,LINE-03,ORD-03-005,2025-02-23,2025-02-23T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000351,FAC-001,LINE-03,ORD-03-006,2025-02-24,2025-02-24T12:30:00+00:00,mixed,"Style changeover late হয়েছে, morning output কম।",method,medium,False,0,train,synthetic
NOTE-000352,FAC-001,LINE-03,ORD-03-006,2025-02-25,2025-02-25T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000353,FAC-001,LINE-03,ORD-03-006,2025-02-26,2025-02-26T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000354,FAC-001,LINE-03,ORD-03-006,2025-02-27,2025-02-27T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000355,FAC-001,LINE-03,ORD-03-006,2025-03-01,2025-03-01T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000356,FAC-001,LINE-03,ORD-03-006,2025-03-02,2025-03-02T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000357,FAC-001,LINE-03,ORD-03-006,2025-03-03,2025-03-03T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000358,FAC-001,LINE-03,ORD-03-006,2025-03-04,2025-03-04T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000359,FAC-001,LINE-03,ORD-03-006,2025-03-05,2025-03-05T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000360,FAC-001,LINE-03,ORD-03-007,2025-03-06,2025-03-06T12:30:00+00:00,bn,"নতুন স্টাইলের অপারেশন ব্যালেন্স ঠিক হয়নি, বোতলনেক তৈরি হয়েছে।",method,medium,False,0,train,synthetic
NOTE-000361,FAC-001,LINE-03,ORD-03-007,2025-03-08,2025-03-08T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000362,FAC-001,LINE-03,ORD-03-007,2025-03-09,2025-03-09T12:30:00+00:00,mixed,"Required trims সময়মতো আসেনি, line output কমেছে।",material,high,True,0,train,synthetic
NOTE-000363,FAC-001,LINE-03,ORD-03-007,2025-03-10,2025-03-10T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000364,FAC-001,LINE-03,ORD-03-007,2025-03-11,2025-03-11T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000365,FAC-001,LINE-03,ORD-03-007,2025-03-12,2025-03-12T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000366,FAC-001,LINE-03,ORD-03-007,2025-03-13,2025-03-13T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000367,FAC-001,LINE-03,ORD-03-007,2025-03-15,2025-03-15T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000368,FAC-001,LINE-03,ORD-03-008,2025-03-16,2025-03-16T12:30:00+00:00,mixed,Skilled operator কম থাকায় কিছু operation bottleneck হয়েছে।,manpower,medium,False,0,train,synthetic
NOTE-000369,FAC-001,LINE-03,ORD-03-008,2025-03-17,2025-03-17T12:30:00+00:00,bn,"লাইনে button attach মেশিনে সমস্যা হয়েছে, 55 মিনিট আউটপুট বন্ধ ছিল।",machine,medium,True,55,train,synthetic
NOTE-000370,FAC-001,LINE-03,ORD-03-008,2025-03-18,2025-03-18T12:30:00+00:00,mixed,"আজ 7 জন operator absent, তাই output target-এর নিচে।",manpower,medium,False,0,train,synthetic
NOTE-000371,FAC-001,LINE-03,ORD-03-008,2025-03-19,2025-03-19T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000372,FAC-001,LINE-03,ORD-03-008,2025-03-20,2025-03-20T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000373,FAC-001,LINE-03,ORD-03-008,2025-03-22,2025-03-22T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000374,FAC-001,LINE-03,ORD-03-008,2025-03-23,2025-03-23T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000375,FAC-001,LINE-03,ORD-03-008,2025-03-24,2025-03-24T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000376,FAC-001,LINE-03,ORD-03-008,2025-03-25,2025-03-25T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000377,FAC-001,LINE-03,ORD-03-008,2025-03-26,2025-03-26T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000378,FAC-001,LINE-03,ORD-03-008,2025-03-27,2025-03-27T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000379,FAC-001,LINE-03,ORD-03-009,2025-03-29,2025-03-29T12:30:00+00:00,en,"Style changeover finished late, reducing first-half production.",method,medium,False,0,train,synthetic
NOTE-000380,FAC-001,LINE-03,ORD-03-009,2025-03-30,2025-03-30T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000381,FAC-001,LINE-03,ORD-03-009,2025-03-31,2025-03-31T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000382,FAC-001,LINE-03,ORD-03-009,2025-04-01,2025-04-01T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000383,FAC-001,LINE-03,ORD-03-009,2025-04-02,2025-04-02T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000384,FAC-001,LINE-03,ORD-03-009,2025-04-03,2025-04-03T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000385,FAC-001,LINE-03,ORD-03-010,2025-04-05,2025-04-05T12:30:00+00:00,bn,"স্টাইল চেঞ্জওভার দেরিতে শেষ হয়েছে, প্রথম ভাগের উৎপাদন কম।",method,medium,False,0,train,synthetic
NOTE-000386,FAC-001,LINE-03,ORD-03-010,2025-04-06,2025-04-06T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000387,FAC-001,LINE-03,ORD-03-010,2025-04-07,2025-04-07T12:30:00+00:00,mixed,Line output কমেছে because iron machine had 55 minutes downtime.,machine,medium,True,55,train,synthetic
NOTE-000388,FAC-001,LINE-03,ORD-03-010,2025-04-08,2025-04-08T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000389,FAC-001,LINE-03,ORD-03-010,2025-04-09,2025-04-09T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000390,FAC-001,LINE-03,ORD-03-010,2025-04-10,2025-04-10T12:30:00+00:00,bn,"আজ 9 জন অপারেটর অনুপস্থিত, আউটপুট লক্ষ্যের নিচে।",manpower,medium,False,0,train,synthetic
NOTE-000391,FAC-001,LINE-03,ORD-03-010,2025-04-12,2025-04-12T12:30:00+00:00,bn,"uneven stitch সমস্যা বেড়েছে, রিওয়ার্কের কারণে আউটপুট কমছে।",quality,medium,False,0,train,synthetic
NOTE-000392,FAC-001,LINE-03,ORD-03-010,2025-04-13,2025-04-13T12:30:00+00:00,bn,"ট্রিমস সময়মতো আসেনি, লাইনের কাজ ধীর হয়েছে।",material,high,True,0,train,synthetic
NOTE-000393,FAC-001,LINE-03,ORD-03-010,2025-04-14,2025-04-14T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000394,FAC-001,LINE-03,ORD-03-011,2025-04-15,2025-04-15T12:30:00+00:00,bn,লাইনের লক্ষ্য বর্তমান জনবল ও স্টাইল জটিলতার তুলনায় বেশি নির্ধারণ করা হয়েছে।,planning,medium,False,0,train,synthetic
NOTE-000395,FAC-001,LINE-03,ORD-03-011,2025-04-16,2025-04-16T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,train,synthetic
NOTE-000396,FAC-001,LINE-03,ORD-03-011,2025-04-17,2025-04-17T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000397,FAC-001,LINE-03,ORD-03-011,2025-04-19,2025-04-19T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000398,FAC-001,LINE-03,ORD-03-011,2025-04-20,2025-04-20T12:30:00+00:00,mixed,"Required trims সময়মতো আসেনি, line output কমেছে।",material,high,True,0,train,synthetic
NOTE-000399,FAC-001,LINE-03,ORD-03-011,2025-04-21,2025-04-21T12:30:00+00:00,bn,"লাইনে overlock মেশিনে সমস্যা হয়েছে, 49 মিনিট আউটপুট বন্ধ ছিল।",machine,medium,True,49,train,synthetic
NOTE-000400,FAC-001,LINE-03,ORD-03-011,2025-04-22,2025-04-22T12:30:00+00:00,mixed,"Inline QC-তে defect rate বেশি, correction চলছে।",quality,medium,False,0,train,synthetic
NOTE-000401,FAC-001,LINE-03,ORD-03-012,2025-04-23,2025-04-23T12:30:00+00:00,mixed,"Style changeover late হয়েছে, morning output কম।",method,medium,False,0,train,synthetic
NOTE-000402,FAC-001,LINE-03,ORD-03-012,2025-04-24,2025-04-24T12:30:00+00:00,bn,অর্ডার অগ্রাধিকার পরিবর্তনের কারণে পরিকল্পনায় বিলম্ব হয়েছে।,planning,medium,False,0,train,synthetic
NOTE-000403,FAC-001,LINE-03,ORD-03-012,2025-04-26,2025-04-26T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,train,synthetic
NOTE-000404,FAC-001,LINE-03,ORD-03-012,2025-04-27,2025-04-27T12:30:00+00:00,en,The line is operating normally with no major issue.,none,low,False,0,train,synthetic
NOTE-000405,FAC-001,LINE-03,ORD-03-012,2025-04-28,2025-04-28T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000406,FAC-001,LINE-03,ORD-03-012,2025-04-29,2025-04-29T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,train,synthetic
NOTE-000407,FAC-001,LINE-03,ORD-03-012,2025-04-30,2025-04-30T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,train,synthetic
NOTE-000408,FAC-001,LINE-03,ORD-03-012,2025-05-01,2025-05-01T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000409,FAC-001,LINE-03,ORD-03-012,2025-05-03,2025-05-03T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,validation,synthetic
NOTE-000410,FAC-001,LINE-03,ORD-03-012,2025-05-04,2025-05-04T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,validation,synthetic
NOTE-000411,FAC-001,LINE-03,ORD-03-012,2025-05-05,2025-05-05T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,validation,synthetic
NOTE-000412,FAC-001,LINE-03,ORD-03-012,2025-05-06,2025-05-06T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000413,FAC-001,LINE-03,ORD-03-013,2025-05-07,2025-05-07T12:30:00+00:00,bn,"স্টাইল চেঞ্জওভার দেরিতে শেষ হয়েছে, প্রথম ভাগের উৎপাদন কম।",method,medium,False,0,validation,synthetic
NOTE-000414,FAC-001,LINE-03,ORD-03-013,2025-05-08,2025-05-08T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000415,FAC-001,LINE-03,ORD-03-013,2025-05-10,2025-05-10T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000416,FAC-001,LINE-03,ORD-03-013,2025-05-11,2025-05-11T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,validation,synthetic
NOTE-000417,FAC-001,LINE-03,ORD-03-013,2025-05-12,2025-05-12T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000418,FAC-001,LINE-03,ORD-03-013,2025-05-13,2025-05-13T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000419,FAC-001,LINE-03,ORD-03-013,2025-05-14,2025-05-14T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,validation,synthetic
NOTE-000420,FAC-001,LINE-03,ORD-03-013,2025-05-15,2025-05-15T12:30:00+00:00,en,The cutting machine machine was down for 55 minutes; maintenance is checking it.,machine,medium,True,55,validation,synthetic
NOTE-000421,FAC-001,LINE-03,ORD-03-013,2025-05-17,2025-05-17T12:30:00+00:00,mixed,Production plan অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000422,FAC-001,LINE-03,ORD-03-013,2025-05-18,2025-05-18T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000423,FAC-001,LINE-03,ORD-03-013,2025-05-19,2025-05-19T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,validation,synthetic
NOTE-000424,FAC-001,LINE-03,ORD-03-013,2025-05-20,2025-05-20T12:30:00+00:00,bn,"কোয়ালিটি চেকে বেশি ত্রুটি পাওয়া গেছে, ইনলাইন সংশোধন চলছে।",quality,medium,False,0,validation,synthetic
NOTE-000425,FAC-001,LINE-03,ORD-03-014,2025-05-21,2025-05-21T12:30:00+00:00,en,The new style is not balanced yet and a bottleneck has formed.,method,medium,False,0,validation,synthetic
NOTE-000426,FAC-001,LINE-03,ORD-03-014,2025-05-22,2025-05-22T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,validation,synthetic
NOTE-000427,FAC-001,LINE-03,ORD-03-014,2025-05-24,2025-05-24T12:30:00+00:00,bn,"লাইন স্বাভাবিকভাবে চলছে, বড় কোনো সমস্যা নেই।",none,low,False,0,validation,synthetic
NOTE-000428,FAC-001,LINE-03,ORD-03-014,2025-05-25,2025-05-25T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000429,FAC-001,LINE-03,ORD-03-014,2025-05-26,2025-05-26T12:30:00+00:00,en,Production is progressing according to plan.,none,low,False,0,validation,synthetic
NOTE-000430,FAC-001,LINE-03,ORD-03-014,2025-05-27,2025-05-27T12:30:00+00:00,bn,উৎপাদন পরিকল্পনা অনুযায়ী চলছে।,none,low,False,0,validation,synthetic
NOTE-000431,FAC-001,LINE-03,ORD-03-014,2025-05-28,2025-05-28T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,validation,synthetic
NOTE-000432,FAC-001,LINE-03,ORD-03-014,2025-05-29,2025-05-29T12:30:00+00:00,en,Several operations are constrained because skilled operators are unavailable.,manpower,medium,False,0,validation,synthetic
NOTE-000433,FAC-001,LINE-03,ORD-03-014,2025-05-31,2025-05-31T12:30:00+00:00,mixed,"Line স্বাভাবিক চলছে, major issue নেই।",none,low,False,0,validation,synthetic
