action_id,factory_id,line_id,order_id,note_id,work_date,root_cause,action_type,owner_role,approval_decision,approval_required,created_at,approved_at,status,due_at,idempotency_key,data_split,dataset_provenance
ACT-000099,FAC-001,LINE-02,ORD-02-018,NOTE-000297,2025-06-19,method,line_rebalancing,industrial_engineering,rejected,True,2025-06-19T13:10:00+00:00,,not_executed,2025-06-19T17:00:00+00:00,LINE-02:2025-06-19:line_rebalancing,test,synthetic
ACT-000100,FAC-001,LINE-02,ORD-02-018,NOTE-000299,2025-06-22,quality,quality_containment,quality,rejected,True,2025-06-22T13:10:00+00:00,,not_executed,2025-06-22T17:00:00+00:00,LINE-02:2025-06-22:quality_containment,test,synthetic
ACT-000101,FAC-001,LINE-02,ORD-02-018,NOTE-000305,2025-06-29,manpower,operator_reallocation,production,rejected,True,2025-06-29T13:10:00+00:00,,not_executed,2025-06-29T17:00:00+00:00,LINE-02:2025-06-29:operator_reallocation,test,synthetic
ACT-000102,FAC-001,LINE-03,ORD-03-001,NOTE-000307,2025-01-04,planning,plan_review,planning,edited,True,2025-01-04T13:10:00+00:00,2025-01-04T13:35:00+00:00,completed,2025-01-04T17:00:00+00:00,LINE-03:2025-01-04:plan_review,train,synthetic
ACT-000103,FAC-001,LINE-03,ORD-03-001,NOTE-000309,2025-01-06,manpower,operator_reallocation,production,approved,True,2025-01-06T13:10:00+00:00,2025-01-06T13:35:00+00:00,completed,2025-01-06T17:00:00+00:00,LINE-03:2025-01-06:operator_reallocation,train,synthetic
ACT-000104,FAC-001,LINE-03,ORD-03-001,NOTE-000310,2025-01-07,quality,quality_containment,quality,approved,True,2025-01-07T13:10:00+00:00,2025-01-07T13:35:00+00:00,completed,2025-01-07T17:00:00+00:00,LINE-03:2025-01-07:quality_containment,train,synthetic
ACT-000105,FAC-001,LINE-03,ORD-03-002,NOTE-000315,2025-01-13,planning,plan_review,planning,approved,True,2025-01-13T13:10:00+00:00,2025-01-13T13:35:00+00:00,completed,2025-01-13T17:00:00+00:00,LINE-03:2025-01-13:plan_review,train,synthetic
ACT-000106,FAC-001,LINE-03,ORD-03-002,NOTE-000316,2025-01-14,machine,machine_inspection,maintenance,approved,True,2025-01-14T13:10:00+00:00,2025-01-14T13:35:00+00:00,in_progress,2025-01-14T17:00:00+00:00,LINE-03:2025-01-14:machine_inspection,train,synthetic
ACT-000107,FAC-001,LINE-03,ORD-03-002,NOTE-000318,2025-01-16,machine,machine_inspection,maintenance,approved,True,2025-01-16T13:10:00+00:00,2025-01-16T13:35:00+00:00,completed,2025-01-16T17:00:00+00:00,LINE-03:2025-01-16:machine_inspection,train,synthetic
ACT-000108,FAC-001,LINE-03,ORD-03-002,NOTE-000320,2025-01-19,machine,machine_inspection,maintenance,approved,True,2025-01-19T13:10:00+00:00,2025-01-19T13:35:00+00:00,completed,2025-01-19T17:00:00+00:00,LINE-03:2025-01-19:machine_inspection,train,synthetic
ACT-000109,FAC-001,LINE-03,ORD-03-003,NOTE-000322,2025-01-21,planning,plan_review,planning,rejected,True,2025-01-21T13:10:00+00:00,,not_executed,2025-01-21T17:00:00+00:00,LINE-03:2025-01-21:plan_review,train,synthetic
ACT-000110,FAC-001,LINE-03,ORD-03-004,NOTE-000331,2025-02-01,method,line_rebalancing,industrial_engineering,edited,True,2025-02-01T13:10:00+00:00,2025-02-01T13:35:00+00:00,completed,2025-02-01T17:00:00+00:00,LINE-03:2025-02-01:line_rebalancing,train,synthetic
ACT-000111,FAC-001,LINE-03,ORD-03-004,NOTE-000337,2025-02-08,material,material_escalation,store_and_planning,approved,True,2025-02-08T13:10:00+00:00,2025-02-08T13:35:00+00:00,completed,2025-02-08T17:00:00+00:00,LINE-03:2025-02-08:material_escalation,train,synthetic
ACT-000112,FAC-001,LINE-03,ORD-03-004,NOTE-000338,2025-02-09,machine,machine_inspection,maintenance,approved,True,2025-02-09T13:10:00+00:00,2025-02-09T13:35:00+00:00,completed,2025-02-09T17:00:00+00:00,LINE-03:2025-02-09:machine_inspection,train,synthetic
ACT-000113,FAC-001,LINE-03,ORD-03-004,NOTE-000340,2025-02-11,machine,machine_inspection,maintenance,approved,True,2025-02-11T13:10:00+00:00,2025-02-11T13:35:00+00:00,completed,2025-02-11T17:00:00+00:00,LINE-03:2025-02-11:machine_inspection,train,synthetic
ACT-000114,FAC-001,LINE-03,ORD-03-004,NOTE-000341,2025-02-12,machine,machine_inspection,maintenance,approved,True,2025-02-12T13:10:00+00:00,2025-02-12T13:35:00+00:00,completed,2025-02-12T17:00:00+00:00,LINE-03:2025-02-12:machine_inspection,train,synthetic
ACT-000115,FAC-001,LINE-03,ORD-03-004,NOTE-000342,2025-02-13,manpower,operator_reallocation,production,approved,True,2025-02-13T13:10:00+00:00,2025-02-13T13:35:00+00:00,completed,2025-02-13T17:00:00+00:00,LINE-03:2025-02-13:operator_reallocation,train,synthetic
ACT-000116,FAC-001,LINE-03,ORD-03-005,NOTE-000344,2025-02-16,planning,plan_review,planning,edited,True,2025-02-16T13:10:00+00:00,2025-02-16T13:35:00+00:00,completed,2025-02-16T17:00:00+00:00,LINE-03:2025-02-16:plan_review,train,synthetic
ACT-000117,FAC-001,LINE-03,ORD-03-005,NOTE-000348,2025-02-20,manpower,operator_reallocation,production,approved,True,2025-02-20T13:10:00+00:00,2025-02-20T13:35:00+00:00,completed,2025-02-20T17:00:00+00:00,LINE-03:2025-02-20:operator_reallocation,train,synthetic
ACT-000118,FAC-001,LINE-03,ORD-03-006,NOTE-000351,2025-02-24,method,line_rebalancing,industrial_engineering,approved,True,2025-02-24T13:10:00+00:00,2025-02-24T13:35:00+00:00,completed,2025-02-24T17:00:00+00:00,LINE-03:2025-02-24:line_rebalancing,train,synthetic
ACT-000119,FAC-001,LINE-03,ORD-03-007,NOTE-000360,2025-03-06,method,line_rebalancing,industrial_engineering,edited,True,2025-03-06T13:10:00+00:00,2025-03-06T13:35:00+00:00,completed,2025-03-06T17:00:00+00:00,LINE-03:2025-03-06:line_rebalancing,train,synthetic
ACT-000120,FAC-001,LINE-03,ORD-03-007,NOTE-000362,2025-03-09,material,material_escalation,store_and_planning,approved,True,2025-03-09T13:10:00+00:00,2025-03-09T13:35:00+00:00,in_progress,2025-03-09T17:00:00+00:00,LINE-03:2025-03-09:material_escalation,train,synthetic
ACT-000121,FAC-001,LINE-03,ORD-03-008,NOTE-000368,2025-03-16,manpower,operator_reallocation,production,approved,True,2025-03-16T13:10:00+00:00,2025-03-16T13:35:00+00:00,completed,2025-03-16T17:00:00+00:00,LINE-03:2025-03-16:operator_reallocation,train,synthetic
ACT-000122,FAC-001,LINE-03,ORD-03-008,NOTE-000369,2025-03-17,machine,machine_inspection,maintenance,edited,True,2025-03-17T13:10:00+00:00,2025-03-17T13:35:00+00:00,completed,2025-03-17T17:00:00+00:00,LINE-03:2025-03-17:machine_inspection,train,synthetic
ACT-000123,FAC-001,LINE-03,ORD-03-008,NOTE-000370,2025-03-18,manpower,operator_reallocation,production,edited,True,2025-03-18T13:10:00+00:00,2025-03-18T13:35:00+00:00,completed,2025-03-18T17:00:00+00:00,LINE-03:2025-03-18:operator_reallocation,train,synthetic
ACT-000124,FAC-001,LINE-03,ORD-03-009,NOTE-000379,2025-03-29,method,line_rebalancing,industrial_engineering,approved,True,2025-03-29T13:10:00+00:00,2025-03-29T13:35:00+00:00,completed,2025-03-29T17:00:00+00:00,LINE-03:2025-03-29:line_rebalancing,train,synthetic
ACT-000125,FAC-001,LINE-03,ORD-03-010,NOTE-000385,2025-04-05,method,line_rebalancing,industrial_engineering,approved,True,2025-04-05T13:10:00+00:00,2025-04-05T13:35:00+00:00,completed,2025-04-05T17:00:00+00:00,LINE-03:2025-04-05:line_rebalancing,train,synthetic
ACT-000126,FAC-001,LINE-03,ORD-03-010,NOTE-000387,2025-04-07,machine,machine_inspection,maintenance,approved,True,2025-04-07T13:10:00+00:00,2025-04-07T13:35:00+00:00,completed,2025-04-07T17:00:00+00:00,LINE-03:2025-04-07:machine_inspection,train,synthetic
ACT-000127,FAC-001,LINE-03,ORD-03-010,NOTE-000390,2025-04-10,manpower,operator_reallocation,production,approved,True,2025-04-10T13:10:00+00:00,2025-04-10T13:35:00+00:00,completed,2025-04-10T17:00:00+00:00,LINE-03:2025-04-10:operator_reallocation,train,synthetic
ACT-000128,FAC-001,LINE-03,ORD-03-010,NOTE-000391,2025-04-12,quality,quality_containment,quality,rejected,True,2025-04-12T13:10:00+00:00,,not_executed,2025-04-12T17:00:00+00:00,LINE-03:2025-04-12:quality_containment,train,synthetic
ACT-000129,FAC-001,LINE-03,ORD-03-010,NOTE-000392,2025-04-13,material,material_escalation,store_and_planning,approved,True,2025-04-13T13:10:00+00:00,2025-04-13T13:35:00+00:00,completed,2025-04-13T17:00:00+00:00,LINE-03:2025-04-13:material_escalation,train,synthetic
ACT-000130,FAC-001,LINE-03,ORD-03-011,NOTE-000394,2025-04-15,planning,plan_review,planning,approved,True,2025-04-15T13:10:00+00:00,2025-04-15T13:35:00+00:00,completed,2025-04-15T17:00:00+00:00,LINE-03:2025-04-15:plan_review,train,synthetic
ACT-000131,FAC-001,LINE-03,ORD-03-011,NOTE-000398,2025-04-20,material,material_escalation,store_and_planning,approved,True,2025-04-20T13:10:00+00:00,2025-04-20T13:35:00+00:00,in_progress,2025-04-20T17:00:00+00:00,LINE-03:2025-04-20:material_escalation,train,synthetic
ACT-000132,FAC-001,LINE-03,ORD-03-011,NOTE-000399,2025-04-21,machine,machine_inspection,maintenance,approved,True,2025-04-21T13:10:00+00:00,2025-04-21T13:35:00+00:00,completed,2025-04-21T17:00:00+00:00,LINE-03:2025-04-21:machine_inspection,train,synthetic
ACT-000133,FAC-001,LINE-03,ORD-03-012,NOTE-000401,2025-04-23,method,line_rebalancing,industrial_engineering,approved,True,2025-04-23T13:10:00+00:00,2025-04-23T13:35:00+00:00,completed,2025-04-23T17:00:00+00:00,LINE-03:2025-04-23:line_rebalancing,train,synthetic
ACT-000134,FAC-001,LINE-03,ORD-03-012,NOTE-000402,2025-04-24,planning,plan_review,planning,approved,True,2025-04-24T13:10:00+00:00,2025-04-24T13:35:00+00:00,completed,2025-04-24T17:00:00+00:00,LINE-03:2025-04-24:plan_review,train,synthetic
ACT-000135,FAC-001,LINE-03,ORD-03-013,NOTE-000413,2025-05-07,method,line_rebalancing,industrial_engineering,approved,True,2025-05-07T13:10:00+00:00,2025-05-07T13:35:00+00:00,completed,2025-05-07T17:00:00+00:00,LINE-03:2025-05-07:line_rebalancing,validation,synthetic
ACT-000136,FAC-001,LINE-03,ORD-03-013,NOTE-000420,2025-05-15,machine,machine_inspection,maintenance,approved,True,2025-05-15T13:10:00+00:00,2025-05-15T13:35:00+00:00,completed,2025-05-15T17:00:00+00:00,LINE-03:2025-05-15:machine_inspection,validation,synthetic
ACT-000137,FAC-001,LINE-03,ORD-03-014,NOTE-000425,2025-05-21,method,line_rebalancing,industrial_engineering,approved,True,2025-05-21T13:10:00+00:00,2025-05-21T13:35:00+00:00,completed,2025-05-21T17:00:00+00:00,LINE-03:2025-05-21:line_rebalancing,validation,synthetic
ACT-000138,FAC-001,LINE-03,ORD-03-014,NOTE-000432,2025-05-29,manpower,operator_reallocation,production,approved,True,2025-05-29T13:10:00+00:00,2025-05-29T13:35:00+00:00,in_progress,2025-05-29T17:00:00+00:00,LINE-03:2025-05-29:operator_reallocation,validation,synthetic
ACT-000139,FAC-001,LINE-03,ORD-03-015,NOTE-000435,2025-06-02,method,line_rebalancing,industrial_engineering,approved,True,2025-06-02T13:10:00+00:00,2025-06-02T13:35:00+00:00,completed,2025-06-02T17:00:00+00:00,LINE-03:2025-06-02:line_rebalancing,test,synthetic
ACT-000140,FAC-001,LINE-03,ORD-03-015,NOTE-000437,2025-06-04,manpower,operator_reallocation,production,edited,True,2025-06-04T13:10:00+00:00,2025-06-04T13:35:00+00:00,completed,2025-06-04T17:00:00+00:00,LINE-03:2025-06-04:operator_reallocation,test,synthetic
ACT-000141,FAC-001,LINE-03,ORD-03-015,NOTE-000438,2025-06-05,machine,machine_inspection,maintenance,approved,True,2025-06-05T13:10:00+00:00,2025-06-05T13:35:00+00:00,completed,2025-06-05T17:00:00+00:00,LINE-03:2025-06-05:machine_inspection,test,synthetic
ACT-000142,FAC-001,LINE-03,ORD-03-015,NOTE-000439,2025-06-07,machine,machine_inspection,maintenance,rejected,True,2025-06-07T13:10:00+00:00,,not_executed,2025-06-07T17:00:00+00:00,LINE-03:2025-06-07:machine_inspection,test,synthetic
ACT-000143,FAC-001,LINE-03,ORD-03-015,NOTE-000444,2025-06-12,material,material_escalation,store_and_planning,approved,True,2025-06-12T13:10:00+00:00,2025-06-12T13:35:00+00:00,completed,2025-06-12T17:00:00+00:00,LINE-03:2025-06-12:material_escalation,test,synthetic
ACT-000144,FAC-001,LINE-03,ORD-03-016,NOTE-000446,2025-06-15,planning,plan_review,planning,approved,True,2025-06-15T13:10:00+00:00,2025-06-15T13:35:00+00:00,completed,2025-06-15T17:00:00+00:00,LINE-03:2025-06-15:plan_review,test,synthetic
ACT-000145,FAC-001,LINE-03,ORD-03-016,NOTE-000449,2025-06-18,quality,quality_containment,quality,approved,True,2025-06-18T13:10:00+00:00,2025-06-18T13:35:00+00:00,completed,2025-06-18T17:00:00+00:00,LINE-03:2025-06-18:quality_containment,test,synthetic
ACT-000146,FAC-001,LINE-03,ORD-03-016,NOTE-000454,2025-06-24,machine,machine_inspection,maintenance,approved,True,2025-06-24T13:10:00+00:00,2025-06-24T13:35:00+00:00,in_progress,2025-06-24T17:00:00+00:00,LINE-03:2025-06-24:machine_inspection,test,synthetic
ACT-000147,FAC-001,LINE-03,ORD-03-016,NOTE-000455,2025-06-25,machine,machine_inspection,maintenance,approved,True,2025-06-25T13:10:00+00:00,2025-06-25T13:35:00+00:00,completed,2025-06-25T17:00:00+00:00,LINE-03:2025-06-25:machine_inspection,test,synthetic
ACT-000148,FAC-001,LINE-03,ORD-03-017,NOTE-000458,2025-06-29,method,line_rebalancing,industrial_engineering,approved,True,2025-06-29T13:10:00+00:00,2025-06-29T13:35:00+00:00,in_progress,2025-06-29T17:00:00+00:00,LINE-03:2025-06-29:line_rebalancing,test,synthetic
ACT-000149,FAC-001,LINE-04,ORD-04-001,NOTE-000460,2025-01-04,manpower,operator_reallocation,production,approved,True,2025-01-04T13:10:00+00:00,2025-01-04T13:35:00+00:00,completed,2025-01-04T17:00:00+00:00,LINE-04:2025-01-04:operator_reallocation,train,synthetic
ACT-000150,FAC-001,LINE-04,ORD-04-001,NOTE-000464,2025-01-08,manpower,operator_reallocation,production,approved,True,2025-01-08T13:10:00+00:00,2025-01-08T13:35:00+00:00,completed,2025-01-08T17:00:00+00:00,LINE-04:2025-01-08:operator_reallocation,train,synthetic
ACT-000151,FAC-001,LINE-04,ORD-04-001,NOTE-000467,2025-01-12,quality,quality_containment,quality,approved,True,2025-01-12T13:10:00+00:00,2025-01-12T13:35:00+00:00,completed,2025-01-12T17:00:00+00:00,LINE-04:2025-01-12:quality_containment,train,synthetic
ACT-000152,FAC-001,LINE-04,ORD-04-001,NOTE-000468,2025-01-13,machine,machine_inspection,maintenance,approved,True,2025-01-13T13:10:00+00:00,2025-01-13T13:35:00+00:00,completed,2025-01-13T17:00:00+00:00,LINE-04:2025-01-13:machine_inspection,train,synthetic
ACT-000153,FAC-001,LINE-04,ORD-04-002,NOTE-000470,2025-01-15,material,material_escalation,store_and_planning,approved,True,2025-01-15T13:10:00+00:00,2025-01-15T13:35:00+00:00,in_progress,2025-01-15T17:00:00+00:00,LINE-04:2025-01-15:material_escalation,train,synthetic
ACT-000154,FAC-001,LINE-04,ORD-04-003,NOTE-000476,2025-01-22,method,line_rebalancing,industrial_engineering,edited,True,2025-01-22T13:10:00+00:00,2025-01-22T13:35:00+00:00,completed,2025-01-22T17:00:00+00:00,LINE-04:2025-01-22:line_rebalancing,train,synthetic
ACT-000155,FAC-001,LINE-04,ORD-04-003,NOTE-000477,2025-01-23,quality,quality_containment,quality,approved,True,2025-01-23T13:10:00+00:00,2025-01-23T13:35:00+00:00,completed,2025-01-23T17:00:00+00:00,LINE-04:2025-01-23:quality_containment,train,synthetic
ACT-000156,FAC-001,LINE-04,ORD-04-003,NOTE-000479,2025-01-26,manpower,operator_reallocation,production,approved,True,2025-01-26T13:10:00+00:00,2025-01-26T13:35:00+00:00,completed,2025-01-26T17:00:00+00:00,LINE-04:2025-01-26:operator_reallocation,train,synthetic
ACT-000157,FAC-001,LINE-04,ORD-04-004,NOTE-000481,2025-01-28,quality,quality_containment,quality,approved,True,2025-01-28T13:10:00+00:00,2025-01-28T13:35:00+00:00,completed,2025-01-28T17:00:00+00:00,LINE-04:2025-01-28:quality_containment,train,synthetic
ACT-000158,FAC-001,LINE-04,ORD-04-004,NOTE-000485,2025-02-02,quality,quality_containment,quality,approved,True,2025-02-02T13:10:00+00:00,2025-02-02T13:35:00+00:00,completed,2025-02-02T17:00:00+00:00,LINE-04:2025-02-02:quality_containment,train,synthetic
ACT-000159,FAC-001,LINE-04,ORD-04-004,NOTE-000488,2025-02-05,material,material_escalation,store_and_planning,approved,True,2025-02-05T13:10:00+00:00,2025-02-05T13:35:00+00:00,in_progress,2025-02-05T17:00:00+00:00,LINE-04:2025-02-05:material_escalation,train,synthetic
ACT-000160,FAC-001,LINE-04,ORD-04-005,NOTE-000490,2025-02-08,quality,quality_containment,quality,approved,True,2025-02-08T13:10:00+00:00,2025-02-08T13:35:00+00:00,completed,2025-02-08T17:00:00+00:00,LINE-04:2025-02-08:quality_containment,train,synthetic
ACT-000161,FAC-001,LINE-04,ORD-04-005,NOTE-000491,2025-02-09,quality,quality_containment,quality,approved,True,2025-02-09T13:10:00+00:00,2025-02-09T13:35:00+00:00,completed,2025-02-09T17:00:00+00:00,LINE-04:2025-02-09:quality_containment,train,synthetic
ACT-000162,FAC-001,LINE-04,ORD-04-005,NOTE-000493,2025-02-11,machine,machine_inspection,maintenance,edited,True,2025-02-11T13:10:00+00:00,2025-02-11T13:35:00+00:00,completed,2025-02-11T17:00:00+00:00,LINE-04:2025-02-11:machine_inspection,train,synthetic
ACT-000163,FAC-001,LINE-04,ORD-04-005,NOTE-000494,2025-02-12,machine,machine_inspection,maintenance,approved,True,2025-02-12T13:10:00+00:00,2025-02-12T13:35:00+00:00,completed,2025-02-12T17:00:00+00:00,LINE-04:2025-02-12:machine_inspection,train,synthetic
ACT-000164,FAC-001,LINE-04,ORD-04-005,NOTE-000496,2025-02-15,machine,machine_inspection,maintenance,approved,True,2025-02-15T13:10:00+00:00,2025-02-15T13:35:00+00:00,completed,2025-02-15T17:00:00+00:00,LINE-04:2025-02-15:machine_inspection,train,synthetic
ACT-000165,FAC-001,LINE-04,ORD-04-005,NOTE-000499,2025-02-18,machine,machine_inspection,maintenance,approved,True,2025-02-18T13:10:00+00:00,2025-02-18T13:35:00+00:00,completed,2025-02-18T17:00:00+00:00,LINE-04:2025-02-18:machine_inspection,train,synthetic
ACT-000166,FAC-001,LINE-04,ORD-04-006,NOTE-000501,2025-02-20,machine,machine_inspection,maintenance,approved,True,2025-02-20T13:10:00+00:00,2025-02-20T13:35:00+00:00,in_progress,2025-02-20T17:00:00+00:00,LINE-04:2025-02-20:machine_inspection,train,synthetic
ACT-000167,FAC-001,LINE-04,ORD-04-006,NOTE-000503,2025-02-23,quality,quality_containment,quality,approved,True,2025-02-23T13:10:00+00:00,2025-02-23T13:35:00+00:00,completed,2025-02-23T17:00:00+00:00,LINE-04:2025-02-23:quality_containment,train,synthetic
ACT-000168,FAC-001,LINE-04,ORD-04-006,NOTE-000507,2025-02-27,manpower,operator_reallocation,production,approved,True,2025-02-27T13:10:00+00:00,2025-02-27T13:35:00+00:00,completed,2025-02-27T17:00:00+00:00,LINE-04:2025-02-27:operator_reallocation,train,synthetic
ACT-000169,FAC-001,LINE-04,ORD-04-007,NOTE-000510,2025-03-03,machine,machine_inspection,maintenance,approved,True,2025-03-03T13:10:00+00:00,2025-03-03T13:35:00+00:00,completed,2025-03-03T17:00:00+00:00,LINE-04:2025-03-03:machine_inspection,train,synthetic
ACT-000170,FAC-001,LINE-04,ORD-04-007,NOTE-000512,2025-03-05,quality,quality_containment,quality,edited,True,2025-03-05T13:10:00+00:00,2025-03-05T13:35:00+00:00,completed,2025-03-05T17:00:00+00:00,LINE-04:2025-03-05:quality_containment,train,synthetic
ACT-000171,FAC-001,LINE-04,ORD-04-008,NOTE-000516,2025-03-10,quality,quality_containment,quality,approved,True,2025-03-10T13:10:00+00:00,2025-03-10T13:35:00+00:00,completed,2025-03-10T17:00:00+00:00,LINE-04:2025-03-10:quality_containment,train,synthetic
ACT-000172,FAC-001,LINE-04,ORD-04-008,NOTE-000520,2025-03-15,machine,machine_inspection,maintenance,approved,True,2025-03-15T13:10:00+00:00,2025-03-15T13:35:00+00:00,completed,2025-03-15T17:00:00+00:00,LINE-04:2025-03-15:machine_inspection,train,synthetic
ACT-000173,FAC-001,LINE-04,ORD-04-009,NOTE-000524,2025-03-19,method,line_rebalancing,industrial_engineering,approved,True,2025-03-19T13:10:00+00:00,2025-03-19T13:35:00+00:00,completed,2025-03-19T17:00:00+00:00,LINE-04:2025-03-19:line_rebalancing,train,synthetic
ACT-000174,FAC-001,LINE-04,ORD-04-009,NOTE-000525,2025-03-20,quality,quality_containment,quality,edited,True,2025-03-20T13:10:00+00:00,2025-03-20T13:35:00+00:00,completed,2025-03-20T17:00:00+00:00,LINE-04:2025-03-20:quality_containment,train,synthetic
ACT-000175,FAC-001,LINE-04,ORD-04-009,NOTE-000528,2025-03-24,quality,quality_containment,quality,approved,True,2025-03-24T13:10:00+00:00,2025-03-24T13:35:00+00:00,completed,2025-03-24T17:00:00+00:00,LINE-04:2025-03-24:quality_containment,train,synthetic
ACT-000176,FAC-001,LINE-04,ORD-04-010,NOTE-000530,2025-03-26,quality,quality_containment,quality,rejected,True,2025-03-26T13:10:00+00:00,,not_executed,2025-03-26T17:00:00+00:00,LINE-04:2025-03-26:quality_containment,train,synthetic
ACT-000177,FAC-001,LINE-04,ORD-04-010,NOTE-000531,2025-03-27,quality,quality_containment,quality,approved,True,2025-03-27T13:10:00+00:00,2025-03-27T13:35:00+00:00,completed,2025-03-27T17:00:00+00:00,LINE-04:2025-03-27:quality_containment,train,synthetic
ACT-000178,FAC-001,LINE-04,ORD-04-010,NOTE-000532,2025-03-29,quality,quality_containment,quality,edited,True,2025-03-29T13:10:00+00:00,2025-03-29T13:35:00+00:00,in_progress,2025-03-29T17:00:00+00:00,LINE-04:2025-03-29:quality_containment,train,synthetic
ACT-000179,FAC-001,LINE-04,ORD-04-010,NOTE-000533,2025-03-30,quality,quality_containment,quality,approved,True,2025-03-30T13:10:00+00:00,2025-03-30T13:35:00+00:00,completed,2025-03-30T17:00:00+00:00,LINE-04:2025-03-30:quality_containment,train,synthetic
ACT-000180,FAC-001,LINE-04,ORD-04-010,NOTE-000535,2025-04-01,manpower,operator_reallocation,production,approved,True,2025-04-01T13:10:00+00:00,2025-04-01T13:35:00+00:00,completed,2025-04-01T17:00:00+00:00,LINE-04:2025-04-01:operator_reallocation,train,synthetic
ACT-000181,FAC-001,LINE-04,ORD-04-011,NOTE-000538,2025-04-05,method,line_rebalancing,industrial_engineering,rejected,True,2025-04-05T13:10:00+00:00,,not_executed,2025-04-05T17:00:00+00:00,LINE-04:2025-04-05:line_rebalancing,train,synthetic
ACT-000182,FAC-001,LINE-04,ORD-04-011,NOTE-000539,2025-04-06,quality,quality_containment,quality,approved,True,2025-04-06T13:10:00+00:00,2025-04-06T13:35:00+00:00,in_progress,2025-04-06T17:00:00+00:00,LINE-04:2025-04-06:quality_containment,train,synthetic
ACT-000183,FAC-001,LINE-04,ORD-04-012,NOTE-000546,2025-04-14,planning,plan_review,planning,approved,True,2025-04-14T13:10:00+00:00,2025-04-14T13:35:00+00:00,completed,2025-04-14T17:00:00+00:00,LINE-04:2025-04-14:plan_review,train,synthetic
ACT-000184,FAC-001,LINE-04,ORD-04-012,NOTE-000547,2025-04-15,quality,quality_containment,quality,approved,True,2025-04-15T13:10:00+00:00,2025-04-15T13:35:00+00:00,in_progress,2025-04-15T17:00:00+00:00,LINE-04:2025-04-15:quality_containment,train,synthetic
ACT-000185,FAC-001,LINE-04,ORD-04-012,NOTE-000550,2025-04-19,material,material_escalation,store_and_planning,approved,True,2025-04-19T13:10:00+00:00,2025-04-19T13:35:00+00:00,completed,2025-04-19T17:00:00+00:00,LINE-04:2025-04-19:material_escalation,train,synthetic
ACT-000186,FAC-001,LINE-04,ORD-04-012,NOTE-000552,2025-04-21,quality,quality_containment,quality,approved,True,2025-04-21T13:10:00+00:00,2025-04-21T13:35:00+00:00,completed,2025-04-21T17:00:00+00:00,LINE-04:2025-04-21:quality_containment,train,synthetic
ACT-000187,FAC-001,LINE-04,ORD-04-013,NOTE-000554,2025-04-23,manpower,operator_reallocation,production,edited,True,2025-04-23T13:10:00+00:00,2025-04-23T13:35:00+00:00,completed,2025-04-23T17:00:00+00:00,LINE-04:2025-04-23:operator_reallocation,train,synthetic
ACT-000188,FAC-001,LINE-04,ORD-04-013,NOTE-000558,2025-04-28,manpower,operator_reallocation,production,approved,True,2025-04-28T13:10:00+00:00,2025-04-28T13:35:00+00:00,completed,2025-04-28T17:00:00+00:00,LINE-04:2025-04-28:operator_reallocation,train,synthetic
ACT-000189,FAC-001,LINE-04,ORD-04-013,NOTE-000562,2025-05-03,quality,quality_containment,quality,edited,True,2025-05-03T13:10:00+00:00,2025-05-03T13:35:00+00:00,in_progress,2025-05-03T17:00:00+00:00,LINE-04:2025-05-03:quality_containment,validation,synthetic
ACT-000190,FAC-001,LINE-04,ORD-04-014,NOTE-000564,2025-05-05,quality,quality_containment,quality,approved,True,2025-05-05T13:10:00+00:00,2025-05-05T13:35:00+00:00,in_progress,2025-05-05T17:00:00+00:00,LINE-04:2025-05-05:quality_containment,validation,synthetic
ACT-000191,FAC-001,LINE-04,ORD-04-014,NOTE-000565,2025-05-06,manpower,operator_reallocation,production,approved,True,2025-05-06T13:10:00+00:00,2025-05-06T13:35:00+00:00,completed,2025-05-06T17:00:00+00:00,LINE-04:2025-05-06:operator_reallocation,validation,synthetic
ACT-000192,FAC-001,LINE-04,ORD-04-014,NOTE-000566,2025-05-07,quality,quality_containment,quality,edited,True,2025-05-07T13:10:00+00:00,2025-05-07T13:35:00+00:00,completed,2025-05-07T17:00:00+00:00,LINE-04:2025-05-07:quality_containment,validation,synthetic
ACT-000193,FAC-001,LINE-04,ORD-04-014,NOTE-000570,2025-05-12,quality,quality_containment,quality,approved,True,2025-05-12T13:10:00+00:00,2025-05-12T13:35:00+00:00,completed,2025-05-12T17:00:00+00:00,LINE-04:2025-05-12:quality_containment,validation,synthetic
ACT-000194,FAC-001,LINE-04,ORD-04-015,NOTE-000572,2025-05-14,method,line_rebalancing,industrial_engineering,approved,True,2025-05-14T13:10:00+00:00,2025-05-14T13:35:00+00:00,completed,2025-05-14T17:00:00+00:00,LINE-04:2025-05-14:line_rebalancing,validation,synthetic
ACT-000195,FAC-001,LINE-04,ORD-04-015,NOTE-000573,2025-05-15,quality,quality_containment,quality,approved,True,2025-05-15T13:10:00+00:00,2025-05-15T13:35:00+00:00,completed,2025-05-15T17:00:00+00:00,LINE-04:2025-05-15:quality_containment,validation,synthetic
ACT-000196,FAC-001,LINE-04,ORD-04-016,NOTE-000579,2025-05-22,method,line_rebalancing,industrial_engineering,rejected,True,2025-05-22T13:10:00+00:00,,not_executed,2025-05-22T17:00:00+00:00,LINE-04:2025-05-22:line_rebalancing,validation,synthetic
